,para,std,lb,ub,0inbound
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_No Activity,0.0049845176,0.018360605,-0.031736694,0.041705728,1
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_No_Change,0.025076905,0.029408872,-0.03374084,0.08389465,1
med_outpatient_mbr_resp_pmpm_cost_t_9-6-3m_b4_Resolved,0.06118802,0.017798794,0.025590431,0.096785605,0
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_Dec_2x-4x,-0.031033386,0.0075875293,-0.046208445,-0.015858326,0
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_Dec_4x-8x,0.019270055,0.012002816,-0.004735578,0.043275688,1
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_Dec_over_8x,0.033359006,0.01364089,0.0060772263,0.060640786,0
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_1x-2x,-0.002586585,0.0058827265,-0.0143520385,0.009178868,1
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_2x-4x,-0.018808033,0.008895347,-0.036598727,-0.0010173395,0
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_4x-8x,-0.036875848,0.011379927,-0.059635703,-0.014115993,0
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_over_8x,-0.056817833,0.012540748,-0.08189933,-0.031736337,0
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_New,0.016233338,0.012239258,-0.008245178,0.040711854,1
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_No Activity,0.02135695,0.010922996,-0.0004890431,0.043202944,1
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_No_Change,-0.021500543,0.008155443,-0.03781143,-0.005189657,0
rx_nonbh_net_paid_pmpm_cost_t_6-3-0m_b4_Resolved,0.031020287,0.011332648,0.008354992,0.053685583,0
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_Dec_2x-4x,-0.058736026,0.011291189,-0.08131841,-0.036153648,0
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_Dec_4x-8x,0.015130708,0.031173216,-0.047215723,0.07747714,1
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_Dec_over_8x,-0.030295597,0.041990153,-0.1142759,0.05368471,1
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_Inc_1x-2x,-0.046098474,0.009575201,-0.06524888,-0.026948072,0
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_Inc_2x-4x,-0.033834755,0.01687092,-0.067576595,-9.291619e-05,0
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_Inc_4x-8x,-0.023568967,0.028105535,-0.079780035,0.032642104,1
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_Inc_over_8x,-0.09681125,0.03707508,-0.17096141,-0.02266109,0
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_New,0.02795082,0.009787231,0.008376358,0.04752528,0
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_No Activity,0.03003083,0.009225961,0.011578908,0.048482753,0
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_No_Change,-0.021593524,0.007868698,-0.037330918,-0.0058561284,0
rx_gpi2_39_pmpm_cost_t_6-3-0m_b4_Resolved,0.055294443,0.010006096,0.03528225,0.07530664,0
atlas_type_2015_update_1.0,-0.06676412,0.009969157,-0.08670243,-0.046825804,0
atlas_type_2015_update_2.0,-0.009474854,0.011329503,-0.03213386,0.013184152,1
atlas_type_2015_update_3.0,0.008706633,0.004895343,-0.001084053,0.018497318,1
atlas_type_2015_update_4.0,0.017055957,0.0062404936,0.0045749694,0.029536944,0
atlas_type_2015_update_5.0,-0.17566863,0.009972571,-0.19561377,-0.15572348,0
rx_maint_pmpm_ct_t_6-3-0m_b4_Dec_2x-4x,0.01524843,0.007857986,-0.00046754163,0.0309644,1
rx_maint_pmpm_ct_t_6-3-0m_b4_Dec_4x-8x,0.024475131,0.018480813,-0.012486495,0.061436757,1
rx_maint_pmpm_ct_t_6-3-0m_b4_Dec_over_8x,0.13204877,0.04687788,0.03829301,0.22580454,0
rx_maint_pmpm_ct_t_6-3-0m_b4_Inc_1x-2x,0.0035367582,0.0062789377,-0.009021117,0.016094634,1
rx_maint_pmpm_ct_t_6-3-0m_b4_Inc_2x-4x,0.028408086,0.011485438,0.00543721,0.05137896,0
rx_maint_pmpm_ct_t_6-3-0m_b4_Inc_4x-8x,0.0033123158,0.023170793,-0.04302927,0.049653903,1
rx_maint_pmpm_ct_t_6-3-0m_b4_Inc_over_8x,0.15848002,0.06031335,0.037853315,0.27910674,0
rx_maint_pmpm_ct_t_6-3-0m_b4_New,0.019773964,0.03746071,-0.055147458,0.09469539,1
rx_maint_pmpm_ct_t_6-3-0m_b4_No Activity,0.050200194,0.028765589,-0.007330984,0.10773137,1
rx_maint_pmpm_ct_t_6-3-0m_b4_No_Change,-0.0030370178,0.0057740924,-0.014585203,0.008511167,1
rx_maint_pmpm_ct_t_6-3-0m_b4_Resolved,0.024321262,0.052018628,-0.079716,0.12835851,1
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_Dec_2x-4x,0.042125374,0.008041429,0.026042515,0.058208235,0
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_Dec_4x-8x,0.06672954,0.011702251,0.043325037,0.09013404,0
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_Dec_over_8x,0.040326606,0.011572103,0.0171824,0.06347081,0
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_1x-2x,0.0498319,0.005838302,0.038155295,0.061508507,0
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_2x-4x,0.08399245,0.008766518,0.06645942,0.101525486,0
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_4x-8x,0.048860263,0.012234517,0.024391228,0.0733293,0
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_over_8x,0.013036979,0.011542225,-0.010047471,0.036121428,1
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_New,0.014654404,0.009333289,-0.004012175,0.033320982,1
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_No Activity,-0.068093166,0.0076968684,-0.0834869,-0.052699428,0
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_No_Change,0.0268711,0.007017077,0.012836946,0.040905252,0
rx_mail_net_paid_pmpm_cost_t_6-3-0m_b4_Resolved,0.0009891158,0.0092122955,-0.017435476,0.019413706,1
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_Dec_2x-4x,-0.027149277,0.012251617,-0.051652513,-0.002646042,0
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_Dec_4x-8x,-0.054650843,0.0154625205,-0.085575886,-0.023725802,0
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_Dec_over_8x,0.018859275,0.01670182,-0.014544364,0.052262913,1
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_1x-2x,-0.022677066,0.0131033845,-0.048883833,0.0035297032,1
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_2x-4x,-0.026148412,0.016798388,-0.05974519,0.007448364,1
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_4x-8x,-0.025347766,0.022060141,-0.06946805,0.018772516,1
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_over_8x,0.029830096,0.025606902,-0.021383708,0.0810439,1
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_New,-0.033220608,0.012635677,-0.05849196,-0.007949254,0
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_No Activity,0.008992601,0.0105465,-0.012100399,0.0300856,1
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_No_Change,0.0002130874,0.012712345,-0.025211604,0.025637778,1
total_physician_office_mbr_resp_pmpm_cost_t_9-6-3m_b4_Resolved,-0.018305453,0.00994001,-0.03818547,0.0015745666,1
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_Dec_2x-4x,0.035053123,0.0076237423,0.019805638,0.050300606,0
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_Dec_4x-8x,0.051482007,0.011695383,0.02809124,0.07487278,0
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_Dec_over_8x,0.07989501,0.015084401,0.04972621,0.11006381,0
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_1x-2x,0.0034481585,0.0060666795,-0.0086852005,0.0155815175,1
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_2x-4x,0.04118752,0.007886964,0.025413593,0.056961447,0
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_4x-8x,-0.0014809615,0.011976294,-0.02543355,0.022471627,1
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_Inc_over_8x,0.08516078,0.014957197,0.055246383,0.11507517,0
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_New,0.016204914,0.0074370997,0.0013307147,0.031079113,0
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_No Activity,-0.03963813,0.0068896986,-0.05341753,-0.025858734,0
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_No_Change,-0.006474435,0.0068855616,-0.020245558,0.0072966884,1
rx_mail_mbr_resp_pmpm_cost_t_9-6-3m_b4_Resolved,0.026115388,0.008018299,0.01007879,0.042151988,0
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_Dec_2x-4x,-0.057324212,0.014119087,-0.085562386,-0.029086038,0
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_Dec_4x-8x,-0.013650741,0.021846017,-0.057342775,0.030041292,1
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_Dec_over_8x,-0.20324756,0.048217185,-0.29968193,-0.10681319,0
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_Inc_1x-2x,-0.06037546,0.011111228,-0.08259791,-0.038153004,0
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_Inc_2x-4x,-0.030342784,0.013648927,-0.05764064,-0.0030449294,0
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_Inc_4x-8x,0.019098513,0.020428892,-0.021759272,0.059956297,1
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_Inc_over_8x,-0.05225092,0.058120787,-0.1684925,0.06399065,1
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_New,0.022688016,0.009214807,0.0042584017,0.04111763,0
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_No Activity,0.026816491,0.009152381,0.00851173,0.045121253,0
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_No_Change,0.002158418,0.009204603,-0.016250787,0.020567624,1
med_outpatient_visit_ct_pmpm_t_12-9-6m_b4_Resolved,-0.030776,0.009390713,-0.049557425,-0.011994574,0
rx_nonbh_pmpm_ct_t_9-6-3m_b4_Dec_2x-4x,0.0018646762,0.006947108,-0.01202954,0.015758893,1
rx_nonbh_pmpm_ct_t_9-6-3m_b4_Dec_4x-8x,0.006348978,0.015586932,-0.024824888,0.03752284,1
rx_nonbh_pmpm_ct_t_9-6-3m_b4_Dec_over_8x,-0.054845393,0.04145549,-0.13775638,0.028065585,1
rx_nonbh_pmpm_ct_t_9-6-3m_b4_Inc_1x-2x,-0.018826786,0.0052957786,-0.029418344,-0.008235229,0
rx_nonbh_pmpm_ct_t_9-6-3m_b4_Inc_2x-4x,0.010310143,0.009999719,-0.009689296,0.030309582,1
rx_nonbh_pmpm_ct_t_9-6-3m_b4_Inc_4x-8x,-0.040732898,0.017399684,-0.075532265,-0.0059335306,0
rx_nonbh_pmpm_ct_t_9-6-3m_b4_Inc_over_8x,-0.07342388,0.042230174,-0.15788423,0.0110364705,1
rx_nonbh_pmpm_ct_t_9-6-3m_b4_New,0.0074507436,0.023191981,-0.038933218,0.053834707,1
rx_nonbh_pmpm_ct_t_9-6-3m_b4_No Activity,0.051176418,0.027956586,-0.004736755,0.107089594,1
rx_nonbh_pmpm_ct_t_9-6-3m_b4_No_Change,-0.024556616,0.0058581047,-0.036272824,-0.012840407,0
rx_nonbh_pmpm_ct_t_9-6-3m_b4_Resolved,0.036500387,0.02843179,-0.020363193,0.09336397,1
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_Dec_2x-4x,0.015881319,0.009658217,-0.0034351163,0.035197753,1
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_Dec_4x-8x,0.007038929,0.011848503,-0.016658077,0.030735934,1
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_Dec_over_8x,-0.0033166897,0.011130818,-0.025578326,0.018944947,1
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_1x-2x,0.0119702015,0.0084189065,-0.0048676115,0.028808014,1
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_2x-4x,-0.017441109,0.009264529,-0.035970166,0.0010879487,1
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_4x-8x,-0.01442827,0.011111561,-0.03665139,0.0077948524,1
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_Inc_over_8x,-0.020490509,0.009924284,-0.040339075,-0.00064194016,0
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_New,0.0013809911,0.01223981,-0.023098629,0.025860611,1
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_No Activity,-0.013545988,0.012774504,-0.039094996,0.012003019,1
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_No_Change,0.022227714,0.019711489,-0.017195264,0.061650693,1
total_med_net_paid_pmpm_cost_t_6-3-0m_b4_Resolved,0.0561245,0.010150164,0.035824172,0.07642483,0
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_Dec_2x-4x,-0.06243249,0.052538693,-0.16750988,0.042644896,1
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_Dec_4x-8x,0.14015959,0.112899266,-0.08563894,0.36595812,1
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_Dec_over_8x,0.033911943,0.15049547,-0.267079,0.33490288,1
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_Inc_1x-2x,-0.03312706,0.032108556,-0.097344175,0.031090055,1
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_Inc_2x-4x,0.056201532,0.045562174,-0.034922816,0.14732587,1
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_Inc_4x-8x,0.0026075344,0.084057085,-0.16550663,0.17072171,1
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_Inc_over_8x,-0.19877976,0.14047852,-0.4797368,0.08217728,1
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_New,0.03823672,0.031059572,-0.023882426,0.10035586,1
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_No Activity,0.014949894,0.021975322,-0.02900075,0.058900535,1
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_No_Change,-0.0755595,0.030961474,-0.13748245,-0.013636548,0
rx_gpi2_62_pmpm_cost_t_9-6-3m_b4_Resolved,0.05657163,0.028441736,-0.00031184405,0.1134551,1
lang_spoken_cd_CRE,0.32400784,0.09776407,0.1284797,0.51953596,0
lang_spoken_cd_ENG,0.013396188,0.0034204032,0.006555381,0.020236995,0
lang_spoken_cd_KOR,0.13763659,0.09212074,-0.046604887,0.32187808,1
lang_spoken_cd_OTH,-0.12712038,0.043882653,-0.21488568,-0.03935507,0
lang_spoken_cd_SPA,0.14822881,0.011430669,0.12536748,0.17109014,0
lang_spoken_cd_VIE,-0.037079513,0.09632986,-0.22973923,0.15558021,1
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_Dec_2x-4x,0.014795278,0.0071995878,0.00039610267,0.029194454,0
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_Dec_4x-8x,0.03850206,0.01733053,0.0038410015,0.07316312,0
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_Dec_over_8x,-0.04550735,0.04091455,-0.12733644,0.03632175,1
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_Inc_1x-2x,-0.013991582,0.005066375,-0.024124332,-0.0038588326,0
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_Inc_2x-4x,0.022089092,0.009961019,0.0021670535,0.04201113,0
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_Inc_4x-8x,-0.034874517,0.017268104,-0.06941073,-0.0003383085,0
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_Inc_over_8x,0.034063786,0.04003371,-0.046003632,0.114131205,1
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_New,0.010195409,0.011592164,-0.012988918,0.033379737,1
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_No Activity,0.017215356,0.01998815,-0.022760943,0.057191655,1
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_No_Change,0.00043845954,0.0055836015,-0.010728744,0.011605662,1
rx_overall_gpi_pmpm_ct_t_12-9-6m_b4_Resolved,-0.030897737,0.020232275,-0.07136229,0.009566814,1
cons_hhcomp_B,-0.1056436,0.004252209,-0.11414802,-0.09713918,0
cons_hhcomp_C,0.072188444,0.013359693,0.04546906,0.09890783,0
cons_hhcomp_D,-0.014033016,0.010137452,-0.03430792,0.006241888,1
cons_hhcomp_E,0.033813942,0.015914686,0.0019845702,0.06564331,0
cons_hhcomp_F,0.018165095,0.013497779,-0.0088304635,0.04516065,1
cons_hhcomp_G,0.08398224,0.012552143,0.058877952,0.10908652,0
cons_hhcomp_H,-0.00506895,0.011649918,-0.028368786,0.018230885,1
cons_hhcomp_I,0.14733991,0.015800977,0.11573796,0.17894186,0
cons_hhcomp_J,-0.007832465,0.006059616,-0.019951697,0.004286767,1
cons_hhcomp_K,0.10883536,0.012970433,0.0828945,0.13477623,0
cons_hhcomp_L,-0.07738579,0.005138813,-0.08766342,-0.06710816,0
cons_hhcomp_U,-0.046597227,0.006078538,-0.058754303,-0.034440152,0
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_Dec_2x-4x,0.0048653716,0.009064999,-0.013264627,0.022995371,1
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_Dec_4x-8x,-0.019603277,0.0151178455,-0.049838968,0.010632414,1
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_Dec_over_8x,-0.065545924,0.13047788,-0.32650167,0.19540983,1
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_Inc_1x-2x,-0.017509216,0.008548161,-0.03460554,-0.0004128944,0
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_Inc_2x-4x,-0.010613243,0.011919177,-0.034451596,0.013225111,1
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_Inc_4x-8x,-0.121353544,0.02347655,-0.16830665,-0.07440044,0
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_Inc_over_8x,0.23517738,0.123797506,-0.012417629,0.4827724,1
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_New,-0.0108948685,0.008762428,-0.028419724,0.0066299867,1
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_No Activity,0.018103506,0.009057156,-1.08052045e-05,0.036217816,1
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_No_Change,0.0031911833,0.007914066,-0.012636949,0.019019317,1
rx_nonmaint_dist_gpi6_pmpm_ct_t_12-9-6m_b4_Resolved,-0.019548785,0.008846459,-0.037241705,-0.001855867,0
rx_nonotc_pmpm_cost_t_6-3-0m_b4_Dec_2x-4x,-0.016973946,0.008665598,-0.03430514,0.00035724975,1
rx_nonotc_pmpm_cost_t_6-3-0m_b4_Dec_4x-8x,-0.035602856,0.013381098,-0.062365055,-0.00884066,0
rx_nonotc_pmpm_cost_t_6-3-0m_b4_Dec_over_8x,0.004409001,0.01696729,-0.029525578,0.03834358,1
rx_nonotc_pmpm_cost_t_6-3-0m_b4_Inc_1x-2x,-0.014327907,0.006603344,-0.027534595,-0.0011212192,0
rx_nonotc_pmpm_cost_t_6-3-0m_b4_Inc_2x-4x,-0.011170761,0.009928029,-0.031026818,0.008685297,1
rx_nonotc_pmpm_cost_t_6-3-0m_b4_Inc_4x-8x,-0.026329415,0.013438428,-0.053206272,0.0005474407,1
rx_nonotc_pmpm_cost_t_6-3-0m_b4_Inc_over_8x,0.026594935,0.017049516,-0.0075040963,0.060693964,1
rx_nonotc_pmpm_cost_t_6-3-0m_b4_New,-0.023999423,0.027259858,-0.078519136,0.030520294,1
rx_nonotc_pmpm_cost_t_6-3-0m_b4_No Activity,0.022906486,0.024701022,-0.026495557,0.072308525,1
rx_nonotc_pmpm_cost_t_6-3-0m_b4_No_Change,0.051732812,0.009850282,0.032032248,0.07143338,0
rx_nonotc_pmpm_cost_t_6-3-0m_b4_Resolved,0.033690512,0.024600409,-0.015510306,0.08289133,1
med_ambulance_coins_pmpm_cost_t_9-6-3m_b4_New,-0.1926668,0.110287,-0.4132408,0.027907208,1
med_ambulance_coins_pmpm_cost_t_9-6-3m_b4_No Activity,-0.010657044,0.097752616,-0.20616227,0.18484819,1
med_ambulance_coins_pmpm_cost_t_9-6-3m_b4_No_Change,-0.023154387,0.13507873,-0.29331183,0.24700306,1
med_ambulance_coins_pmpm_cost_t_9-6-3m_b4_Resolved,-0.12760998,0.10420048,-0.33601093,0.08079098,1
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_Dec_2x-4x,0.023796076,0.007891528,0.008013019,0.03957913,0
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_Dec_4x-8x,0.034320496,0.01159655,0.011127396,0.057513595,0
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_Dec_over_8x,0.026066247,0.010974199,0.00411785,0.048014645,0
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_Inc_1x-2x,0.0036213852,0.0049882755,-0.0063551655,0.013597936,1
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_Inc_2x-4x,0.021279797,0.00803878,0.0052022375,0.037357356,0
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_Inc_4x-8x,0.06973254,0.012809063,0.04411441,0.09535067,0
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_Inc_over_8x,0.043035787,0.0108386325,0.021358522,0.06471305,0
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_New,0.018707795,0.092446014,-0.16618423,0.20359983,1
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_No Activity,0.05001247,0.09272141,-0.13543035,0.23545529,1
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_No_Change,-0.04039712,0.0069410116,-0.05427914,-0.026515096,0
rx_maint_net_paid_pmpm_cost_t_9-6-3m_b4_Resolved,0.030000186,0.011937386,0.006125413,0.05387496,0
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_Dec_2x-4x,0.08628448,0.016553674,0.053177133,0.11939183,0
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_Dec_4x-8x,0.12609646,0.027401952,0.07129255,0.18090037,0
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_Dec_over_8x,0.08855724,0.08067038,-0.072783515,0.249898,1
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_Inc_1x-2x,0.08736869,0.01193361,0.06350147,0.11123591,0
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_Inc_2x-4x,0.059063554,0.020867204,0.017329145,0.100797966,0
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_Inc_4x-8x,0.12525521,0.047864478,0.029526256,0.22098416,0
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_Inc_over_8x,0.23391204,0.092460655,0.048990726,0.41883335,0
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_New,0.053927083,0.013830352,0.02626638,0.081587784,0
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_No Activity,-0.046479672,0.008825217,-0.064130105,-0.028829237,0
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_No_Change,0.09868912,0.012442108,0.0738049,0.12357333,0
rx_phar_cat_cvs_pmpm_ct_t_9-6-3m_b4_Resolved,0.004474947,0.012260912,-0.020046877,0.028996771,1
total_physician_office_visit_ct_pmpm_t_6-3-0m_b4_Dec_2x-4x,-0.041782845,0.013134603,-0.06805205,-0.015513638,0
total_physician_office_visit_ct_pmpm_t_6-3-0m_b4_Dec_4x-8x,-0.032035977,0.031060638,-0.09415725,0.0300853,1
total_physician_office_visit_ct_pmpm_t_6-3-0m_b4_Inc_1x-2x,0.03381254,0.008863555,0.016085431,0.051539652,0
total_physician_office_visit_ct_pmpm_t_6-3-0m_b4_Inc_2x-4x,-0.004453318,0.0116633745,-0.027780067,0.01887343,1
total_physician_office_visit_ct_pmpm_t_6-3-0m_b4_Inc_4x-8x,0.01863062,0.023916148,-0.029201675,0.06646292,1
total_physician_office_visit_ct_pmpm_t_6-3-0m_b4_Inc_over_8x,0.08732936,0.10387083,-0.120412305,0.295071,1
total_physician_office_visit_ct_pmpm_t_6-3-0m_b4_New,-0.027872533,0.01145829,-0.05078911,-0.004955953,0
total_physician_office_visit_ct_pmpm_t_6-3-0m_b4_No Activity,-0.025081856,0.011569429,-0.048220716,-0.0019429978,0
total_physician_office_visit_ct_pmpm_t_6-3-0m_b4_No_Change,-0.014134835,0.008436814,-0.031008463,0.0027387924,1
total_physician_office_visit_ct_pmpm_t_6-3-0m_b4_Resolved,-0.034766868,0.009187284,-0.053141437,-0.0163923,0
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Dec_2x-4x,-0.043732177,0.007881116,-0.05949441,-0.027969945,0
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Dec_4x-8x,0.013781098,0.016087936,-0.018394776,0.04595697,1
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Dec_over_8x,0.060857497,0.05628256,-0.051707625,0.17342262,1
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Inc_1x-2x,-0.0015459828,0.005714013,-0.012974008,0.009882043,1
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Inc_2x-4x,-0.03852939,0.011958468,-0.062446326,-0.014612453,0
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Inc_4x-8x,-0.0015765945,0.030286537,-0.06214967,0.05899648,1
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Inc_over_8x,0.00030116414,0.063721456,-0.12714174,0.12774408,1
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_New,0.008059181,0.018785171,-0.029511161,0.045629524,1
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_No Activity,0.053296022,0.026332682,0.0006306581,0.10596138,0
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_No_Change,-0.003860431,0.005070211,-0.014000853,0.006279991,1
rx_generic_dist_gpi6_pmpm_ct_t_9-6-3m_b4_Resolved,-0.049340952,0.024155682,-0.097652316,-0.0010295883,0
